train_steps,agent_steps,return,env_steps,env,run
712000,12545253.5,18.6,50181014.0,atari_pong,atari_pong_gae_vtrace
714000,12583022.5,18.8,50332090.0,atari_pong,atari_pong_gae_vtrace
716000,12621285.5,19.1,50485142.0,atari_pong,atari_pong_gae_vtrace
718000,12661064.5,18.5,50644258.0,atari_pong,atari_pong_gae_vtrace
720000,12698681.5,19.4,50794726.0,atari_pong,atari_pong_gae_vtrace
722000,12737127.0,18.0,50948508.0,atari_pong,atari_pong_gae_vtrace
724000,12777338.0,18.2,51109352.0,atari_pong,atari_pong_gae_vtrace
726000,12816346.0,19.0,51265384.0,atari_pong,atari_pong_gae_vtrace
728000,12854273.5,19.0,51417094.0,atari_pong,atari_pong_gae_vtrace
730000,12894472.0,18.9,51577888.0,atari_pong,atari_pong_gae_vtrace
732000,12933683.5,18.3,51734734.0,atari_pong,atari_pong_gae_vtrace
734000,12973600.0,18.5,51894400.0,atari_pong,atari_pong_gae_vtrace
736000,13009535.5,18.3,52038142.0,atari_pong,atari_pong_gae_vtrace
738000,13047189.5,18.3,52188758.0,atari_pong,atari_pong_gae_vtrace
740000,13087609.0,18.6,52350436.0,atari_pong,atari_pong_gae_vtrace
742000,13126392.0,18.2,52505568.0,atari_pong,atari_pong_gae_vtrace
744000,13164860.5,18.7,52659442.0,atari_pong,atari_pong_gae_vtrace
746000,13202716.0,18.5,52810864.0,atari_pong,atari_pong_gae_vtrace
748000,13240762.5,18.0,52963050.0,atari_pong,atari_pong_gae_vtrace
750000,13281521.5,18.7,53126086.0,atari_pong,atari_pong_gae_vtrace
752000,13317901.0,19.2,53271604.0,atari_pong,atari_pong_gae_vtrace
754000,13355888.5,18.5,53423554.0,atari_pong,atari_pong_gae_vtrace
756000,13396895.5,18.0,53587582.0,atari_pong,atari_pong_gae_vtrace
758000,13435771.5,17.8,53743086.0,atari_pong,atari_pong_gae_vtrace
760000,13474709.0,18.8,53898836.0,atari_pong,atari_pong_gae_vtrace
762000,13512358.0,18.9,54049432.0,atari_pong,atari_pong_gae_vtrace
764000,13550963.5,18.6,54203854.0,atari_pong,atari_pong_gae_vtrace
766000,13587933.5,18.4,54351734.0,atari_pong,atari_pong_gae_vtrace
768000,13626960.5,19.1,54507842.0,atari_pong,atari_pong_gae_vtrace
770000,13662594.5,18.8,54650378.0,atari_pong,atari_pong_gae_vtrace
772000,13703216.5,19.2,54812866.0,atari_pong,atari_pong_gae_vtrace
774000,13742233.5,18.0,54968934.0,atari_pong,atari_pong_gae_vtrace
776000,13780070.5,18.7,55120282.0,atari_pong,atari_pong_gae_vtrace
778000,13820386.5,19.1,55281546.0,atari_pong,atari_pong_gae_vtrace
780000,13858571.5,18.3,55434286.0,atari_pong,atari_pong_gae_vtrace
782000,13894000.0,18.9,55576000.0,atari_pong,atari_pong_gae_vtrace
784000,13930612.5,18.2,55722450.0,atari_pong,atari_pong_gae_vtrace
786000,13970036.5,19.0,55880146.0,atari_pong,atari_pong_gae_vtrace
788000,14007870.5,18.6,56031482.0,atari_pong,atari_pong_gae_vtrace
790000,14046706.5,18.8,56186826.0,atari_pong,atari_pong_gae_vtrace
792000,14085773.5,18.7,56343094.0,atari_pong,atari_pong_gae_vtrace
794000,14123053.5,18.8,56492214.0,atari_pong,atari_pong_gae_vtrace
796000,14164882.5,18.8,56659530.0,atari_pong,atari_pong_gae_vtrace
798000,14190727.0,18.6,56762908.0,atari_pong,atari_pong_gae_vtrace
