train_steps,agent_steps,return,env_steps,env,run
2000,33113.0,-20.8,132452.0,atari_pong,atari_pong_dreamermix
4000,84701.5,-20.7,338806.0,atari_pong,atari_pong_dreamermix
6000,122415.0,-18.4,489660.0,atari_pong,atari_pong_dreamermix
8000,157567.5,-14.4,630270.0,atari_pong,atari_pong_dreamermix
10000,196622.0,-14.2,786488.0,atari_pong,atari_pong_dreamermix
12000,236597.0,-10.4,946388.0,atari_pong,atari_pong_dreamermix
14000,278132.0,-9.1,1112528.0,atari_pong,atari_pong_dreamermix
16000,321875.5,-7.4,1287502.0,atari_pong,atari_pong_dreamermix
18000,363721.5,-7.1,1454886.0,atari_pong,atari_pong_dreamermix
20000,403312.0,-7.4,1613248.0,atari_pong,atari_pong_dreamermix
22000,446377.0,-5.3,1785508.0,atari_pong,atari_pong_dreamermix
24000,478945.5,-7.3,1915782.0,atari_pong,atari_pong_dreamermix
26000,520489.0,-4.7,2081956.0,atari_pong,atari_pong_dreamermix
28000,560759.5,-4.9,2243038.0,atari_pong,atari_pong_dreamermix
30000,603982.5,-2.8,2415930.0,atari_pong,atari_pong_dreamermix
